0,1,2,3,4
0.09578242018131651,0.09065825778478517,0.10603074497437918,0.11667323610563658,1.0
0.10800157666535277,0.06779661016949153,0.12613322822230982,0.0977532518722901,1.0
0.039416633819471816,0.027591643673630272,0.04966495861253449,0.0476941269215609,1.0
0.08080409932991722,0.06779661016949153,0.07843910130074892,0.08040993299172251,1.0
0.061095782420181315,0.04020496649586126,0.04493496255419787,0.0476941269215609,1.0
0.10011824990145841,0.086716594402838,0.10445407962160032,0.12495072920772567,1.0
0.05439495467087111,0.04375246353961372,0.07016160819865984,0.07646826960977532,1.0
0.07016160819865984,0.04572329523058731,0.07213243988963343,0.08395743003547497,1.0
0.18289318092234924,0.14465904611746158,0.18171068190776507,0.20023649980291683,1.0
0.12022073314938904,0.0847457627118644,0.15293653921955064,0.10327158060701616,1.0
0.04611746156878203,0.04296413086322428,0.05360662199448167,0.05951911706740244,1.0
0.02404414662987781,0.029956641702798582,0.03310997240835633,0.04178163184864012,1.0
0.07016160819865984,0.05597162002364998,0.07725660228616477,0.08040993299172251,1.0
0.16279069767441862,0.13046905794245173,0.18683484430429642,0.19865983445013796,1.0
0.14189988175009854,0.11746156878202602,0.1647615293653922,0.18249901458415452,1.0
0.1367757193535672,0.13953488372093023,0.14781237682301931,0.20733149389042177,1.0
0.15254237288135594,0.13125739061884115,0.18131651556957035,0.19826566811194324,1.0
0.08592826172644856,0.051241623965313364,0.05675995270003942,0.06385494678754434,1.0
0.16909735908553408,0.14702404414662987,0.19668900275916437,0.1884115096570753,1.0
0.043358297201419,0.04414662987780844,0.06621994481671266,0.03310997240835633,1.0
0.0650374458021285,0.04099329917225069,0.07962160031533307,0.07567993693338589,1.0
0.06819077650768625,0.059913283405597165,0.057942451714623575,0.05873078439101301,1.0
0.04414662987780844,0.029168309026409146,0.04375246353961372,0.057942451714623575,1.0
0.08711076074103272,0.0717382735514387,0.09459992116673237,0.0953882538431218,1.0
0.1604256996452503,0.1671265273945605,0.15963736696886086,0.14662987780843517,1.0
0.10918407567993693,0.10366574694521088,0.11667323610563658,0.17067402443831298,1.0
0.039416633819471816,0.03823413480488766,0.05675995270003942,0.04887662593614505,1.0
0.04414662987780844,0.017737485218762318,0.018525817895151755,0.02837997635001971,1.0
0.04611746156878203,0.03783996846669294,0.051241623965313364,0.07528577059519118,1.0
0.1083957430035475,0.07213243988963343,0.12179739850216792,0.11864406779661017,1.0
0.2905005912495073,0.2337406385494679,0.32715806070161607,0.32400472999605834,1.0
0.11115490737091052,0.09223492313756405,0.14426487977926686,0.13125739061884115,1.0
0.017343318880567598,0.03429247142294048,0.032715806070161606,0.037445802128498226,1.0
0.23492313756405203,0.1974773354355538,0.2810405991328341,0.2928655892786756,1.0
0.2715806070161608,0.20733149389042177,0.316121403232164,0.318880567599527,1.0
0.027591643673630272,0.027591643673630272,0.020496649586125345,0.02837997635001971,1.0
0.041387465510445406,0.0260149783208514,0.04020496649586126,0.04611746156878203,1.0
0.06897910918407568,0.04887662593614505,0.08119826566811195,0.0953882538431218,1.0
0.6058336618052819,0.451714623571147,0.6385494678754434,0.686637761135199,1.0
0.05360662199448167,0.04178163184864012,0.06227828143476547,0.061095782420181315,1.0
0.027197477335435555,0.029168309026409146,0.029168309026409146,0.04099329917225069,1.0
0.24320063066614112,0.21363815530153724,0.22467481277098936,0.22664564446196295,1.0
0.025620811982656682,0.04099329917225069,0.03705163579030351,0.05833661805281829,1.0
0.04611746156878203,0.04572329523058731,0.07055577453685455,0.06582577847851794,1.0
0.04532912889239259,0.06306661411115491,0.07252660622782814,0.0650374458021285,1.0
0.0910524241229799,0.08789909341742215,0.09184075679936933,0.11233740638549468,1.0
0.1998423334647221,0.14938904217579818,0.20023649980291683,0.2274339771383524,1.0
0.027197477335435555,0.019708316909735908,0.02010248324793063,0.015766653527788728,1.0
0.07331493890421759,0.055183287347260544,0.06030744974379188,0.061884115096570755,1.0
0.05833661805281829,0.06148994875837603,0.07725660228616477,0.06543161214032321,1.0
0.09262908947575876,0.07410327158060702,0.11391407173827355,0.11430823807646827,1.0
0.09420575482853764,0.06148994875837603,0.05360662199448167,0.07922743397713836,1.0
0.035474970437524636,0.04690579424517146,0.05005912495072921,0.0390224674812771,1.0
0.061095782420181315,0.0953882538431218,0.09814741821048482,0.06937327552227039,1.0
0.10563657863618447,0.11667323610563658,0.11706740244383129,0.10760741032715807,1.0
0.22033898305084745,0.19235317303902247,0.2613322822230981,0.24832479306267244,1.0
0.3295230587307844,0.3066614111154907,0.3953488372093023,0.37209302325581395,1.0
0.22861647615293654,0.22467481277098936,0.2301931415057154,0.22230981474182104,1.0
0.05951911706740244,0.02640914465904612,0.020496649586125345,0.04493496255419787,1.0
0.09420575482853764,0.07528577059519118,0.11312573906188411,0.1040599132834056,1.0
0.022467481277098935,0.018525817895151755,0.027197477335435555,0.0216791486007095,1.0
0.057154119038234134,0.041387465510445406,0.04690579424517146,0.05675995270003942,1.0
0.2428064643279464,0.2278281434765471,0.1970831690973591,0.21442648797792668,1.0
0.1430823807646827,0.10918407567993693,0.13992905005912495,0.14702404414662987,1.0
0.15214820654316122,0.15530153724871895,0.1667323610563658,0.16909735908553408,1.0
0.04020496649586126,0.043358297201419,0.04256996452502956,0.04059913283405597,1.0
0.12692156089869924,0.12022073314938904,0.16160819865983445,0.1541190382341348,1.0
0.03665746945210879,0.03823413480488766,0.023649980291683092,0.04454079621600315,1.0
0.06976744186046512,0.06661411115490737,0.05833661805281829,0.07489160425699645,1.0
0.09932991722506898,0.09065825778478517,0.10563657863618447,0.11115490737091052,1.0
0.14387071344107213,0.12219156484036263,0.1344107213243989,0.1363815530153725,1.0
0.09972408356326369,0.09184075679936933,0.12416239653133622,0.12534489554592038,1.0
0.057942451714623575,0.05675995270003942,0.07528577059519118,0.07843910130074892,1.0
0.09262908947575876,0.09657075285770596,0.15254237288135594,0.14426487977926686,1.0
0.052424122979897514,0.04296413086322428,0.037445802128498226,0.03508080409932992,1.0
0.18959400867165943,0.1671265273945605,0.23689396925502562,0.1974773354355538,1.0
0.08632242806464328,0.07922743397713836,0.09026409144659046,0.10603074497437918,1.0
0.039416633819471816,0.03429247142294048,0.03310997240835633,0.037445802128498226,1.0
0.03862830114308238,0.02798581001182499,0.033504138746551046,0.04178163184864012,1.0
0.24595979503350412,0.1821048482459598,0.24241229798975167,0.2625147812376823,1.0
0.25660228616476155,0.2510839574300355,0.31848640126133226,0.3125739061884115,1.0
0.12179739850216792,0.0890815924320063,0.145447378793851,0.142688214426488,1.0
0.0476941269215609,0.034686637761135196,0.031533307055577456,0.03981080015766653,1.0
0.07567993693338589,0.086716594402838,0.071344107213244,0.06306661411115491,1.0
0.12179739850216792,0.11588490342924715,0.12376823019314151,0.1411115490737091,1.0
0.06306661411115491,0.035474970437524636,0.06306661411115491,0.051241623965313364,1.0
0.13362238864800946,0.1257390618841151,0.1631848640126133,0.15569570358691368,1.0
0.03232163973196689,0.0260149783208514,0.03586913677571935,0.029956641702798582,1.0
0.03429247142294048,0.037445802128498226,0.03665746945210879,0.0476941269215609,1.0
0.31769806858494287,0.2495072920772566,0.34804887662593614,0.3630271974773354,1.0
0.061884115096570755,0.0476941269215609,0.0563657863618447,0.07292077256602286,1.0
0.17106819077650767,0.16752069373275522,0.23728813559322035,0.21403232163973196,1.0
0.09893575088687426,0.0910524241229799,0.10327158060701616,0.14071738273551437,1.0
0.26803310997240837,0.20575482853764288,0.32873472605439497,0.3232163973196689,1.0
0.04099329917225069,0.048482459597950334,0.03310997240835633,0.02404414662987781,1.0
0.1320457232952306,0.10248324793062673,0.1474182104848246,0.18328734726054394,1.0
0.130074891604257,0.0890815924320063,0.13046905794245173,0.1434765471028774,1.0
0.13874655104454078,0.09144659046117462,0.15254237288135594,0.16121403232163972,1.0
0.07292077256602286,0.04256996452502956,0.06346078044934962,0.07883326763894363,1.0
0.06819077650768625,0.05084745762711865,0.07410327158060702,0.06700827749310209,1.0
0.034686637761135196,0.0260149783208514,0.03823413480488766,0.04296413086322428,1.0
0.061884115096570755,0.05163579030350808,0.05951911706740244,0.059913283405597165,1.0
0.1194324004729996,0.1363815530153725,0.09262908947575876,0.0843515963736697,1.0
0.12022073314938904,0.11076074103271581,0.09026409144659046,0.08198659834450138,1.0
0.04375246353961372,0.03862830114308238,0.04532912889239259,0.04966495861253449,1.0
0.11351990540007884,0.08829325975561687,0.09932991722506898,0.10327158060701616,1.0
0.2345289712258573,0.18722901064249114,0.2672447772960189,0.29838391801340164,1.0
0.20063066614111155,0.1541190382341348,0.1383523847063461,0.16436736302719748,1.0
0.17658651951123375,0.12179739850216792,0.17934568387859676,0.16436736302719748,1.0
0.11785573512022074,0.10642491131257391,0.14938904217579818,0.145447378793851,1.0
0.0476941269215609,0.03862830114308238,0.04887662593614505,0.043358297201419,1.0
0.052424122979897514,0.059913283405597165,0.06306661411115491,0.07055577453685455,1.0
0.05439495467087111,0.0390224674812771,0.04572329523058731,0.0476941269215609,1.0
0.019708316909735908,0.02798581001182499,0.03389830508474576,0.04020496649586126,1.0
0.11824990145841545,0.10130074891604257,0.12297989751675206,0.1363815530153725,1.0
0.04808829325975562,0.04217579818683485,0.04808829325975562,0.0674024438312968,1.0
0.03232163973196689,0.031533307055577456,0.026803310997240835,0.034686637761135196,1.0
0.06306661411115491,0.05951911706740244,0.07962160031533307,0.08395743003547497,1.0
0.04808829325975562,0.03981080015766653,0.04059913283405597,0.061884115096570755,1.0
0.043358297201419,0.031139140717382736,0.04887662593614505,0.03862830114308238,1.0
0.17500985415845488,0.14623571147024045,0.19471817106819078,0.16633819471817107,1.0
0.15490737091052423,0.13953488372093023,0.158060701616082,0.1541190382341348,1.0
0.14426487977926686,0.14899487583760346,0.13046905794245173,0.14505321245565628,1.0
0.071344107213244,0.06385494678754434,0.059913283405597165,0.07094994087504927,1.0
0.09617658651951123,0.10287741426882144,0.08947575877020103,0.08040993299172251,1.0
0.08119826566811195,0.07725660228616477,0.06779661016949153,0.08356326369728025,1.0
0.09696491919590067,0.09420575482853764,0.11706740244383129,0.11036657469452109,1.0
0.09144659046117462,0.09144659046117462,0.09735908553409539,0.08513992905005913,1.0
