0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.008064516129032258,0.019153225806451613,0.02217741935483871,0.012096774193548387,0.014112903225806451,0.023185483870967742,0.007056451612903226,0.004032258064516129,0.025201612903225805,0.019153225806451613,0.015120967741935484,0.017137096774193547,0.018145161290322582,0.008064516129032258,0.019153225806451613,0.009072580645161291,0.0
0.017137096774193547,0.021169354838709676,0.010080645161290322,0.016129032258064516,0.021169354838709676,0.020161290322580645,0.01310483870967742,0.005040322580645161,0.018145161290322582,0.015120967741935484,0.02217741935483871,0.012096774193548387,0.02217741935483871,0.014112903225806451,0.016129032258064516,0.018145161290322582,0.0
0.004032258064516129,0.009072580645161291,0.007056451612903226,0.028225806451612902,0.008064516129032258,0.057459677419354836,0.007056451612903226,0.008064516129032258,0.04334677419354839,0.007056451612903226,0.008064516129032258,0.009072580645161291,0.059475806451612906,0.0020161290322580645,0.007056451612903226,0.0030241935483870967,0.0
0.010080645161290322,0.015120967741935484,0.009072580645161291,0.010080645161290322,0.023185483870967742,0.01310483870967742,0.012096774193548387,0.005040322580645161,0.014112903225806451,0.009072580645161291,0.015120967741935484,0.010080645161290322,0.011088709677419355,0.018145161290322582,0.017137096774193547,0.018145161290322582,0.0
0.010080645161290322,0.019153225806451613,0.01310483870967742,0.010080645161290322,0.014112903225806451,0.016129032258064516,0.012096774193548387,0.0030241935483870967,0.018145161290322582,0.007056451612903226,0.019153225806451613,0.008064516129032258,0.012096774193548387,0.029233870967741934,0.023185483870967742,0.023185483870967742,0.0
0.018145161290322582,0.021169354838709676,0.01310483870967742,0.02620967741935484,0.025201612903225805,0.025201612903225805,0.018145161290322582,0.016129032258064516,0.03125,0.025201612903225805,0.03024193548387097,0.02217741935483871,0.03024193548387097,0.01310483870967742,0.021169354838709676,0.016129032258064516,0.0
0.014112903225806451,0.03024193548387097,0.024193548387096774,0.008064516129032258,0.02721774193548387,0.020161290322580645,0.029233870967741934,0.014112903225806451,0.02721774193548387,0.009072580645161291,0.02620967741935484,0.017137096774193547,0.011088709677419355,0.03125,0.04334677419354839,0.020161290322580645,0.0
0.010080645161290322,0.02620967741935484,0.02217741935483871,0.023185483870967742,0.019153225806451613,0.018145161290322582,0.017137096774193547,0.010080645161290322,0.009072580645161291,0.008064516129032258,0.014112903225806451,0.010080645161290322,0.014112903225806451,0.014112903225806451,0.019153225806451613,0.012096774193548387,0.0
0.02721774193548387,0.019153225806451613,0.012096774193548387,0.023185483870967742,0.02217741935483871,0.024193548387096774,0.016129032258064516,0.011088709677419355,0.021169354838709676,0.011088709677419355,0.014112903225806451,0.025201612903225805,0.025201612903225805,0.017137096774193547,0.02620967741935484,0.021169354838709676,0.0
0.010080645161290322,0.03225806451612903,0.02217741935483871,0.029233870967741934,0.028225806451612902,0.04233870967741935,0.020161290322580645,0.0020161290322580645,0.03326612903225806,0.015120967741935484,0.015120967741935484,0.011088709677419355,0.034274193548387094,0.008064516129032258,0.019153225806451613,0.018145161290322582,0.0
0.015120967741935484,0.021169354838709676,0.016129032258064516,0.025201612903225805,0.020161290322580645,0.03326612903225806,0.020161290322580645,0.010080645161290322,0.03225806451612903,0.014112903225806451,0.017137096774193547,0.011088709677419355,0.028225806451612902,0.008064516129032258,0.019153225806451613,0.010080645161290322,0.0
0.018145161290322582,0.023185483870967742,0.023185483870967742,0.02620967741935484,0.029233870967741934,0.02217741935483871,0.016129032258064516,0.01310483870967742,0.020161290322580645,0.011088709677419355,0.018145161290322582,0.010080645161290322,0.018145161290322582,0.03326612903225806,0.020161290322580645,0.02620967741935484,0.0
0.007056451612903226,0.018145161290322582,0.011088709677419355,0.028225806451612902,0.01310483870967742,0.016129032258064516,0.004032258064516129,0.0030241935483870967,0.023185483870967742,0.006048387096774193,0.018145161290322582,0.009072580645161291,0.02217741935483871,0.012096774193548387,0.015120967741935484,0.007056451612903226,0.0
0.01310483870967742,0.02620967741935484,0.01310483870967742,0.019153225806451613,0.014112903225806451,0.03326612903225806,0.011088709677419355,0.0030241935483870967,0.028225806451612902,0.012096774193548387,0.02217741935483871,0.019153225806451613,0.038306451612903226,0.015120967741935484,0.024193548387096774,0.018145161290322582,0.0
0.016129032258064516,0.02217741935483871,0.016129032258064516,0.017137096774193547,0.014112903225806451,0.020161290322580645,0.018145161290322582,0.019153225806451613,0.037298387096774195,0.010080645161290322,0.02217741935483871,0.015120967741935484,0.02721774193548387,0.01310483870967742,0.020161290322580645,0.007056451612903226,0.0
0.007056451612903226,0.028225806451612902,0.017137096774193547,0.014112903225806451,0.017137096774193547,0.014112903225806451,0.01310483870967742,0.0020161290322580645,0.016129032258064516,0.009072580645161291,0.01310483870967742,0.005040322580645161,0.014112903225806451,0.011088709677419355,0.008064516129032258,0.018145161290322582,0.0
0.009072580645161291,0.025201612903225805,0.01310483870967742,0.009072580645161291,0.02217741935483871,0.020161290322580645,0.018145161290322582,0.0020161290322580645,0.011088709677419355,0.01310483870967742,0.019153225806451613,0.012096774193548387,0.016129032258064516,0.008064516129032258,0.02217741935483871,0.014112903225806451,0.0
0.04334677419354839,0.014112903225806451,0.009072580645161291,0.010080645161290322,0.028225806451612902,0.016129032258064516,0.014112903225806451,0.011088709677419355,0.011088709677419355,0.009072580645161291,0.01310483870967742,0.019153225806451613,0.018145161290322582,0.037298387096774195,0.021169354838709676,0.038306451612903226,0.0
0.01310483870967742,0.03931451612903226,0.021169354838709676,0.020161290322580645,0.037298387096774195,0.018145161290322582,0.020161290322580645,0.0030241935483870967,0.02620967741935484,0.019153225806451613,0.034274193548387094,0.014112903225806451,0.019153225806451613,0.021169354838709676,0.028225806451612902,0.024193548387096774,0.0
0.014112903225806451,0.028225806451612902,0.019153225806451613,0.012096774193548387,0.02217741935483871,0.020161290322580645,0.009072580645161291,0.006048387096774193,0.019153225806451613,0.023185483870967742,0.03225806451612903,0.015120967741935484,0.02620967741935484,0.012096774193548387,0.017137096774193547,0.01310483870967742,0.0
